etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
40     | ... | ... | ... | ... | ... | ... | #kˌɒrˈupʊ# | *#kˌɑɾˈupə# | *#kˌɑɾˈupə# | *#kˌaɾˈup# {GOLD: >*} | *#kˌaɾˈup# | *#kaɾˈup# | *#kaɾˈup# {GOLD: #karˈup#}
41     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑpˈitɪ# | *#kˌapˈit# {GOLD: >*} | *#kˌapˈit# | *#kapˈit# | *#kapˈit# {GOLD: #kapˈit#}
42     | ... | ... | ... | ... | ... | ... | #kˌɑmɛnˈit͡sɑ# | *#kˌɑ̃mːˈit͡sɑ# | *#kˌɑ̃mːˈiːt͡sɑ# | *#kˌãmːˈiːt͡sə# {GOLD: >*} | *#kˌãmˈiːt͡sə# | *#kəmˈit͡sə# | *#kəmˈit͡sə# {GOLD: #kamˈit͡sə#}
43     | ... | ... | ... | ... | ... | ... | ... | ... | #tʊkˈɑt͡ʃɪ# | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# | *#kˈat͡ʃ# | *#kˈat͡ʃ# {GOLD: #kˈat͡ʃ#}
44     | ... | ... | ... | ... | ... | ... | #krˌit͡ʃˈɑtɪ# | *#kɾˌisˈɑtɪ# | *#kɾˌisˈɑtə# | *#kɾ̩sˈat# {GOLD: >*} | *#kɾ̩sˈat# | *#kɾ̩t͡sˈat# | *#kəɾt͡sˈat# {GOLD: #kəɾt͡sˈat#}
45     | ... | ... | ... | ... | ... | ... | #kˌɒrt͡ʃˈunə# | *#kəɾsˈũnə# | *#kəɾsˈũːnə# | *#kɾ̩sˈũː# {GOLD: #kˌɾ̩t͡sˈũ#} | *#kɾ̩sˈũː# | *#kɾ̩t͡sˈu# | *#kəɾt͡sˈu# {GOLD: #kəɾt͡sˈu#}
46     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌʊrbˈɑt͡ʃɪ# | *#kɾ̩bˈat͡ʃ# {GOLD: >*} | *#kɾ̩bˈat͡ʃ# | *#kɾ̩bˈat͡ʃ# | *#kəɾbˈat͡ʃ# {GOLD: #kəɾbˈat͡ʃ#}
47     | ... | ... | ... | ... | ... | ... | #kˌɑpˈuʎɑ# | *#kˌɑpˈuʎɑ# | *#kˌɑpˈuːʎɑ# | *#kˌapˈuːʎə# {GOLD: >*} | *#kˌapˈuːʎə# | *#kapˈujə# | *#kapˈujə# {GOLD: #kəpˈujə#}
48     | ... | ... | ... | ... | ... | ... | #kˌɑmˈiʃtɪ# | *#kˌɑ̃mˈiʃtɪ# | *#kˌɑ̃mˈiːʃtə# | *#kˌãmˈiːʃt# {GOLD: >*} | *#kˌãmˈiːʃt# | *#kəmˈiʃt# | *#kəmˈiʃt# {GOLD: #kəmˈiʃt#}
49     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈʊlkʊ# | *#kˈəlˠk# {GOLD: >*} | *#kˈəlˠk# | *#kˈəlˠk# | *#kˈəlˠk# {GOLD: #kˈəlˠk#}
50     | ... | ... | ... | ... | ... | ... | #kˈɒ̃tʊ# | *#kˈɑ̃ntə# | *#kˈɑ̃ndə# | *#kˈãnd# {GOLD: #kˈɑ̃nt#} | *#kˈãnd# | *#kˈənd# | *#kˈənd# {GOLD: #kˈənd#}
51     | ... | ... | ... | ... | ... | ... | #kˈʊrt͡ʃɪ# | *#kˈʊɾsɪ# | *#kˈɔːʷɾsə# | *#kˈəɾs# {GOLD: >*} | *#kˈəɾs# | *#kˈəɾt͡s# | *#kˈəɾt͡s# {GOLD: #kˈəɾt͡s#}
52     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈʊrpɑ# | *#kˈəɾpə# {GOLD: >*} | *#kˈəɾpə# | *#kˈəɾpə# | *#kˈəɾpə# {GOLD: #kˈəɾpə#}
53     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒsˈitɪ# | *#kˌɔsˈit# {GOLD: >*} | *#kˌɔsˈit# | *#kɔsˈit# | *#kɔsˈit# {GOLD: #kɔsˈit#}
54     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒsˈɒrʊ# | *#kˌɔsˈɔɾ# {GOLD: >*} | *#kˌɔsˈɔɾ# | *#kɔsˈɔɾ# | *#kɔsˈɔɾ# {GOLD: #kɔsˈɔɾɛ#}
55     | ... | ... | ... | ... | ... | ... | ... | ... | #kwˌɑðrˈɑnt# | *#kˌɔðɾˈand# {GOLD: >*} | *#kˌɔðɾˈand# | *#kɔðɾˈand# | *#kɔðɾˈand# {GOLD: #kɔðɾˈand#}
56     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒ̃kˈɒlʊ# | *#kˌɔnkˈɔl# {GOLD: >*} | *#kˌɔnkˈɔl# | *#kɔnkˈɔl# | *#kɔnkˈɔl# {GOLD: #kɔnkˈɔl#}
57     | ... | ... | ... | ... | ... | ... | #kˌɒlˈɛsʊkɑ# | *#kˌɑlˈɛʃkɑ# | *#kˌɑlˈɛːʃkɑ# | *#kˌalˈɛːʃkə# {GOLD: >*} | *#kˌalˈɛːʃkə# | *#kalˈɛʃkə# | *#kalˈɛʃkə# {GOLD: #kɔlˈɛʃkə#}
58     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒlˈɨbɑ# | *#kˌɔlˈibə# {GOLD: >*} | *#kˌɔlˈibə# | *#kɔlˈibə# | *#kɔlˈibə# {GOLD: #kɔlˈibɛ#}
59     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒrˈitɪ# | *#kˌɔɾˈit# {GOLD: >*} | *#kˌɔɾˈit# | *#kɔɾˈit# | *#kɔɾˈit# {GOLD: #kɔɾˈit#}
60     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒrˈɨtɒ# | *#kˌɔɾˈitə# {GOLD: >*} | *#kˌɔɾˈitə# | *#kɔɾˈitə# | *#kɔɾˈitə# {GOLD: #kɔɾˈitə#}
61     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒrˈubɑ# | *#kˌɔɾˈubə# {GOLD: >*} | *#kˌɔɾˈubə# | *#kɔɾˈubə# | *#kɔɾˈubə# {GOLD: #kɔɾˈubə#}
62     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒpˈit͡sɑ# | *#kˌɔpˈit͡sə# {GOLD: >*} | *#kˌɔpˈit͡sə# | *#kɔpˈit͡sə# | *#kɔpˈit͡sə# {GOLD: #kɔpˈit͡sə#}
63     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒpˈɨlʊ# | *#kˌɔpˈil# {GOLD: >*} | *#kˌɔpˈil# | *#kɔpˈil# | *#kɔpˈil# {GOLD: #kɔpˈil#}
64     | ... | ... | ... | ... | ... | ... | ... | #kˌɒpɾˈɪ̃nɪsɪkɑ# | *#kˌɒpɾˈɪ̃nəskɑ# | *#kˌɔpɾˈãnskə# {GOLD: >*} | *#kˌɔpɾˈãnskə# | *#kɔpɾˈənt͡skə# | *#kɔpɾˈənt͡skə# {GOLD: #kɔpɾˈənt͡skə#}
65     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒβˈɑt͡ʃɪ# | *#kˌɔvˈat͡ʃ# {GOLD: >*} | *#kˌɔvˈat͡ʃ# | *#kɔvˈat͡ʃ# | *#kɔvˈat͡ʃ# {GOLD: #kɔvˈat͡ʃ#}
66     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒlʊ# | *#kˈɔl# {GOLD: >*} | *#kˈɔl# | *#kˈɔl# | *#kˈɔl# {GOLD: #kˈɔlˠ#}
67     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒʃʊ# | *#kˈɔʃ# {GOLD: >*} | *#kˈɔʃ# | *#kˈɔʃ# | *#kˈɔʃ# {GOLD: #kˈɔʃ#}
68     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒstɪ# | *#kˈɔst# {GOLD: >*} | *#kˈɔst# | *#kˈɔst# | *#kˈɔst# {GOLD: #kˈɔt͡s#}
69     | ... | ... | ... | ... | ... | ... | ... | #kˈɒzilɪt͡sɑ# | *#kˈɒːzilt͡sɑ# | *#kˈɔːzilt͡sə# {GOLD: >*} | *#kˈɔːzilt͡sə# | *#kˈɔzilt͡sə# | *#kˈɔzilt͡sə# {GOLD: #kˈɔt͡sə#}
70     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒtɪt͡sɑ# | *#kˈɔtt͡sə# {GOLD: >*} | *#kˈɔt͡sə# | *#kˈɔt͡sə# | *#kˈɔt͡sə# {GOLD: #kˈɔt͡sə#}
71     | ... | ... | ... | ... | ... | ... | ... | ... | #kβˈɑsʊ# | *#kˈɔs# {GOLD: >*} | *#kˈɔs# | *#kˈɔs# | *#kˈɔs# {GOLD: #kˈɔs#}
72     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒsɑ# | *#kˈɔsə# {GOLD: >*} | *#kˈɔsə# | *#kˈɔsə# | *#kˈɔsə# {GOLD: #kˈɔsə#}
73     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒstrɑ# | *#kˈɔstɾ̩# {GOLD: >*} | *#kˈɔstɾ̩# | *#kˈɔstɾ̩# | *#kˈɔstəɾ# {GOLD: #kˈɔstəɾ#}
74     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒrɑ# | *#kˈɔɾə# {GOLD: >*} | *#kˈɔɾə# | *#kˈɔɾə# | *#kˈɔɾə# {GOLD: #kˈɔɾə#}
75     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒrɪt͡sjɑ# | *#kˈɔɾt͡ʃə# {GOLD: >*} | *#kˈɔɾt͡ʃə# | *#kˈɔɾt͡ʃə# | *#kˈɔɾt͡ʃə# {GOLD: #kˈɔɾt͡ʃə#}
76     | ... | ... | ... | ... | ... | ... | #kˈɒrʊdɑ# | *#kˈɑɾðɑ# | *#kˈɑːɾðɑ# | *#kˈaːɾðə# {GOLD: >*} | *#kˈaːɾðə# | *#kˈaɾðə# | *#kˈaɾðə# {GOLD: #kˈɔɾðə#}
77     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒprʊ# | *#kˈɔpɾ̩# {GOLD: >*} | *#kˈɔpɾ̩# | *#kˈɔpɾ̩# | *#kˈɔpəɾ# {GOLD: #kˈɔpəɾ#}
78     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈɒbɪ# | *#kˈɔb# {GOLD: >*} | *#kˈɔb# | *#kˈɔb# | *#kˈɔb# {GOLD: #kˈɔb#}
79     | ... | ... | ... | ... | ... | ... | #kˌɑlpˈitɪ# | *#klˠˌɑːpˈitɪ# | *#klˠˌɑːpˈitə# | *#klˠˌaːpˈit# {GOLD: >*} | *#klˠˌaːpˈit# | *#klˠapˈit# | *#klˠapˈit# {GOLD: #klˠapˈit#}
80     | ... | ... | ... | ... | ... | ... | #kˈɑlpɑ# | *#kˈɑlˠpɑ# | *#kˈɑːlˠpɑ# | *#kˈaːlˠpə# {GOLD: >*} | *#kˈaːlˠpə# | *#kˈalˠpə# | *#kˈalˠpə# {GOLD: #klˠˈapə#}
81     | ... | ... | ... | ... | ... | ... | ... | #kˌɒlt͡ʃˈitɪ# | *#kˌɒlt͡ʃˈitə# | *#kˌɔlˠt͡ʃˈit# {GOLD: >*} | *#kˌɔlˠt͡ʃˈit# | *#kɔlˠt͡ʃˈit# | *#kɔlˠt͡ʃˈit# {GOLD: #klˠɔt͡ʃˈit#}
82     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌukˈɑtɪ# | *#kˌukˈat# {GOLD: >*} | *#kˌukˈat# | *#kukˈat# | *#kukˈat# {GOLD: #kukˈat#}
83     | ... | ... | ... | ... | ... | ... | #kˌɯsˈɒwɑ# | *#kˌɯʃˈɔvɑ# | *#kˌuʃˈɔːvɑ# | *#kˌuʃˈɔːvə# {GOLD: #kˌuʃˈɔvə#} | *#kˌuʃˈɔːvə# | *#kuʃˈɔvə# | *#kuʃˈɔvə# {GOLD: #kuʃˈɔvə#}
84     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɒlˈɑt͡ʃɪ# | *#kˌɔlˠˈat͡ʃ# {GOLD: >*} | *#kˌɔlˠˈat͡ʃ# | *#kɔlˠˈat͡ʃ# | *#kɔlˠˈat͡ʃ# {GOLD: #kulˈat͡ʃ#}
85     | ... | ... | ... | ... | ... | ... | #kˌupælnˈikʊ# | *#kˌuːpəlnˈikə# | *#kˌuːpəlnˈikə# | *#kˌuːpəlːˈik# {GOLD: #kˌupl̩nˈik#} | *#kˌuːpəlːˈik# | *#kuplˈik# | *#kuplˈik# {GOLD: #kuplˈik#}
86     | ... | ... | ... | ... | ... | ... | #kˈɯkɑ# | *#kˈɯkɑ# | *#kˈukɑ# | *#kˈukə# {GOLD: >*} | *#kˈukə# | *#kˈukə# | *#kˈukə# {GOLD: #kˈukə#}
87     | ... | ... | ... | ... | ... | ... | ... | #kˈut͡ʃɛ̃# | *#kˈuːt͡ʃə# | *#kˈuːt͡ʃ# {GOLD: #kˈut͡ʃ#} | *#kˈuːt͡ʃ# | *#kˈut͡ʃ# | *#kˈut͡ʃ# {GOLD: #kˈut͡ʃ#}
88     | ... | ... | ... | ... | ... | ... | ... | #kˈutɛ̃# | *#kˈutə# | *#kˈut# {GOLD: #kˈut#} | *#kˈut# | *#kˈut# | *#kˈut# {GOLD: #kˈut#}
89     | ... | ... | ... | ... | ... | ... | #kˈɯlɑ# | *#kˈɯlɑ# | *#kˈuːlˠɑ# | *#kˈuːlˠə# {GOLD: >*} | *#kˈuːlˠə# | *#kˈulˠə# | *#kˈulˠə# {GOLD: #kˈulə#}
90     | ... | ... | ... | ... | ... | ... | #kˈʊlbɑ# | *#kˈʊlbɑ# | *#kˈɔːʷlbɑ# | *#kˈəlbə# {GOLD: >*} | *#kˈəlbə# | *#kˈəlbə# | *#kˈəlbə# {GOLD: #kˈulbə#}
91     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈurβɑ# | *#kˈuɾvə# {GOLD: >*} | *#kˈuɾvə# | *#kˈuɾvə# | *#kˈuɾvə# {GOLD: #kˈuɾvə#}
92     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumʊ# | *#kˈum# {GOLD: >*} | *#kˈum# | *#kˈum# | *#kˈum# {GOLD: #kˈum#}
93     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumɑ# | *#kˈumə# {GOLD: >*} | *#kˈumə# | *#kˈumə# | *#kˈumə# {GOLD: #kˈumə#}
94     | ... | ... | ... | ... | ... | ... | #krˌɑxˈitɪ# | *#kɾˌɑxˈitɪ# | *#kɾˌɑxˈitə# | *#kɾˌaxˈit# {GOLD: >*} | *#kɾˌahˈit# | *#kɾahˈit# | *#kɾahˈit# {GOLD: #kɾahˈit#}
95     | ... | ... | ... | ... | ... | ... | #krˌɑxˈinɑ# | *#kɾˌɑxˈĩnɑ# | *#kɾˌɑxˈĩnɑ# | *#kɾˌaxˈĩnə# {GOLD: >*} | *#kɾˌahˈĩnə# | *#kɾahˈinə# | *#kɾahˈinə# {GOLD: #kɾahˈinə#}
96     | ... | ... | ... | ... | ... | ... | #ɡˌɒtˈɒwɔɲ# | *#ɡˌɑtˈɔə̯̃ɲ# | *#ɡˌɑtˈuõ̯ɲ# | *#ɡˌatˈuõ̯ɲ# {GOLD: #ɡˌatˈuo̯ɲ#} | *#ɡˌatˈuã̯ɲ# | *#ɡatˈua̯ɲ# | *#ɡatˈua̯j# {GOLD: #ɡatˈua̯j#}
97     | ... | ... | ... | ... | ... | ... | #ɡˌɒlˈinɑ# | *#ɡˌɑlˈĩnɑ# | *#ɡˌɑlˈĩnɑ# | *#ɡˌalˈĩnə# {GOLD: >*} | *#ɡˌalˈĩnə# | *#ɡalˈinə# | *#ɡalˈinə# {GOLD: #ɡalˈinə#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɑmˈitɪ# | *#ɡˌamˈit# {GOLD: >*} | *#ɡˌamˈit# | *#ɡamˈit# | *#ɡamˈit# {GOLD: #ɡamˈit#}
